conversation_id,message_count,thread_type,has_branching,has_anomalies,quality_status
conv_AppleSupport_290521,2,customer_brand,False,True,medium
conv_AppleSupport_290525,2,customer_brand,False,False,high
conv_AppleSupport_290528,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_290531,2,customer_brand,False,False,high
conv_AppleSupport_290535,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_290537,2,customer_brand,False,False,high
conv_AppleSupport_290542,5,multi_turn,False,False,high
conv_AppleSupport_290544,2,customer_brand,False,False,high
conv_AppleSupport_290546,2,customer_brand,False,False,high
conv_AppleSupport_290549,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_291390,2,customer_brand,False,False,high
conv_AppleSupport_291392,2,customer_brand,False,False,high
conv_AppleSupport_291396,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_291401,5,branched,True,False,high
conv_AppleSupport_291404,35,branched,True,True,medium
conv_AppleSupport_291416,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_291421,9,branched,True,True,medium
conv_AppleSupport_291432,5,branched,True,False,high
conv_AppleSupport_291435,2,customer_brand,False,False,high
conv_AppleSupport_291439,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_291441,2,customer_brand,False,False,high
conv_AppleSupport_291443,2,customer_brand,False,False,high
conv_AppleSupport_291699,5,multi_turn,False,True,medium
conv_AppleSupport_291797,6,multi_turn,False,False,high
conv_AppleSupport_291800,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_291808,6,branched,True,False,high
conv_AppleSupport_291810,2,customer_brand,False,False,high
conv_AppleSupport_291812,2,customer_brand,False,False,high
conv_AppleSupport_291815,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_291818,2,customer_brand,False,False,high
conv_AppleSupport_291820,2,customer_brand,False,False,high
conv_AppleSupport_291823,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_291826,2,customer_brand,False,False,high
conv_AppleSupport_291829,3,customer_brand_customer,False,False,high
conv_AppleSupport_291831,2,customer_brand,False,False,high
conv_AppleSupport_291836,5,multi_turn,False,False,high
conv_AppleSupport_291839,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_291842,4,branched,True,False,high
conv_AppleSupport_292363,2,customer_brand,False,False,high
conv_AppleSupport_292366,5,multi_turn,False,False,high
conv_AppleSupport_292370,2,customer_brand,False,False,high
conv_AppleSupport_292373,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_292376,2,customer_brand,False,False,high
conv_AppleSupport_292380,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_292383,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_292386,2,customer_brand,False,False,high
conv_AppleSupport_292905,2,customer_brand,False,False,high
conv_AppleSupport_292907,2,customer_brand,False,False,high
conv_AppleSupport_292912,5,multi_turn,False,False,high
conv_AppleSupport_292916,4,branched,True,False,high
conv_AppleSupport_292919,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_292922,2,customer_brand,False,False,high
conv_AppleSupport_292926,6,branched,True,False,high
conv_AppleSupport_292930,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_292933,2,customer_brand,False,False,high
conv_AppleSupport_292936,3,customer_brand_customer,False,False,high
conv_AppleSupport_293396,2,customer_brand,False,False,high
conv_AppleSupport_293400,4,branched,True,True,medium
conv_AppleSupport_293405,3,customer_brand_customer,False,False,high
conv_AppleSupport_293409,4,branched,True,True,medium
conv_AppleSupport_293412,2,customer_brand,False,False,high
conv_AppleSupport_293415,3,customer_brand_customer,False,False,high
conv_AppleSupport_293421,6,branched,True,False,high
conv_AppleSupport_293822,5,multi_turn,False,False,high
conv_AppleSupport_293825,5,branched,True,False,high
conv_AppleSupport_293828,2,customer_brand,False,False,high
conv_AppleSupport_293830,2,customer_brand,False,False,high
conv_AppleSupport_293836,6,multi_turn,False,False,high
conv_AppleSupport_293840,4,multi_turn,False,False,high
conv_AppleSupport_293843,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_294357,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_294361,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_294371,9,branched,True,False,high
conv_AppleSupport_294373,2,customer_brand,False,False,high
conv_AppleSupport_294908,10,branched,True,False,high
conv_AppleSupport_294912,5,branched,True,False,high
conv_AppleSupport_294915,5,branched,True,False,high
conv_AppleSupport_294918,2,customer_brand,False,False,high
conv_AppleSupport_294920,2,customer_brand,False,False,high
conv_AppleSupport_294922,2,customer_brand,False,False,high
conv_AppleSupport_294925,3,multi_turn,False,False,high
conv_AppleSupport_294928,3,multi_turn,False,False,high
conv_AppleSupport_294930,2,customer_brand,False,False,high
conv_AppleSupport_294934,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_294936,2,customer_brand,False,False,high
conv_AppleSupport_294938,2,customer_brand,False,False,high
conv_AppleSupport_294940,2,customer_brand,False,False,high
conv_AppleSupport_294943,8,branched,True,False,high
conv_AppleSupport_294947,2,customer_brand,False,False,high
conv_AppleSupport_295385,2,customer_brand,False,False,high
conv_AppleSupport_295389,11,branched,True,False,high
conv_AppleSupport_295398,2,customer_brand,False,False,high
conv_AppleSupport_295402,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_295772,7,multi_turn,False,False,high
conv_AppleSupport_295914,2,customer_brand,False,False,high
conv_AppleSupport_295916,2,customer_brand,False,False,high
conv_AppleSupport_295926,10,branched,True,False,high
conv_AppleSupport_295929,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_295932,2,customer_brand,False,False,high
conv_AppleSupport_295934,2,customer_brand,False,False,high
conv_AppleSupport_295938,3,multi_turn,False,True,medium
conv_AppleSupport_295941,2,customer_brand,False,False,high
conv_AppleSupport_295945,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_296440,5,multi_turn,False,False,high
conv_AppleSupport_296447,7,multi_turn,False,False,high
conv_AppleSupport_296449,2,customer_brand,False,False,high
conv_AppleSupport_296451,2,customer_brand,False,False,high
conv_AppleSupport_296453,2,customer_brand,False,True,medium
conv_AppleSupport_296457,2,customer_brand,False,False,high
conv_AppleSupport_296459,2,customer_brand,False,False,high
conv_AppleSupport_296462,3,customer_brand_customer,False,False,high
conv_AppleSupport_296464,2,customer_brand,False,False,high
conv_AppleSupport_296469,5,multi_turn,False,False,high
conv_AppleSupport_296471,2,customer_brand,False,False,high
conv_AppleSupport_296787,2,customer_brand,False,True,medium
conv_AppleSupport_296793,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_296799,2,customer_brand,False,False,high
conv_AppleSupport_296801,2,customer_brand,False,False,high
conv_AppleSupport_296803,2,customer_brand,False,False,high
conv_AppleSupport_296805,2,customer_brand,False,False,high
conv_AppleSupport_296809,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_296812,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_297423,2,customer_brand,False,False,high
conv_AppleSupport_297425,2,customer_brand,False,False,high
conv_AppleSupport_297427,2,customer_brand,False,False,high
conv_AppleSupport_297431,4,branched,True,False,high
conv_AppleSupport_297981,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_297990,6,multi_turn,False,False,high
conv_AppleSupport_297996,7,branched,True,False,high
conv_AppleSupport_297998,2,customer_brand,False,True,medium
conv_AppleSupport_298001,2,customer_brand,False,False,high
conv_AppleSupport_298485,2,customer_brand,False,False,high
conv_AppleSupport_298488,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_298491,2,customer_brand,False,False,high
conv_AppleSupport_298493,2,customer_brand,False,False,high
conv_AppleSupport_298495,2,customer_brand,False,False,high
conv_AppleSupport_298497,2,customer_brand,False,False,high
conv_AppleSupport_298500,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_298504,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_298945,3,customer_brand_customer,False,False,high
conv_AppleSupport_299025,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_299029,7,branched,True,False,high
conv_AppleSupport_299034,2,customer_brand,False,False,high
conv_AppleSupport_299037,3,customer_brand_customer,False,False,high
conv_AppleSupport_299039,2,customer_brand,False,True,medium
conv_AppleSupport_299043,3,customer_brand_customer,False,False,high
conv_AppleSupport_299046,3,multi_turn,False,False,high
conv_AppleSupport_299049,9,branched,True,False,high
conv_AppleSupport_299053,2,customer_brand,False,False,high
conv_AppleSupport_299055,2,customer_brand,False,False,high
conv_AppleSupport_299063,8,multi_turn,False,False,high
conv_AppleSupport_299065,2,customer_brand,False,False,high
conv_AppleSupport_299067,2,customer_brand,False,False,high
conv_AppleSupport_299069,2,customer_brand,False,False,high
conv_AppleSupport_299072,6,multi_turn,False,False,high
conv_AppleSupport_299077,2,customer_brand,False,False,high
conv_AppleSupport_299079,2,customer_brand,False,False,high
conv_AppleSupport_299081,2,customer_brand,False,False,high
conv_AppleSupport_299083,2,customer_brand,False,False,high
conv_AppleSupport_299661,3,multi_turn,False,False,high
conv_AppleSupport_299664,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_299667,2,customer_brand,False,False,high
conv_AppleSupport_299670,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_299675,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_299677,2,customer_brand,False,False,high
conv_AppleSupport_299680,5,multi_turn,False,False,high
conv_AppleSupport_299685,3,customer_brand_customer,False,False,high
conv_AppleSupport_299688,5,multi_turn,False,False,high
conv_AppleSupport_299692,2,customer_brand,False,False,high
conv_AppleSupport_299694,2,customer_brand,False,False,high
conv_AppleSupport_299702,6,branched,True,False,high
conv_AppleSupport_300062,2,customer_brand,False,False,high
conv_AppleSupport_300066,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_300068,2,customer_brand,False,False,high
conv_AppleSupport_300071,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_300076,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_300079,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_300083,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_300086,2,customer_brand,False,False,high
conv_AppleSupport_300088,2,customer_brand,False,False,high
conv_AppleSupport_300091,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_300098,6,multi_turn,False,False,high
conv_AppleSupport_300100,2,customer_brand,False,False,high
conv_AppleSupport_300103,6,multi_turn,False,False,high
conv_AppleSupport_300108,2,customer_brand,False,False,high
conv_AppleSupport_300111,3,multi_turn,False,False,high
conv_AppleSupport_300113,2,customer_brand,False,False,high
conv_AppleSupport_300118,5,branched,True,False,high
conv_AppleSupport_300124,6,multi_turn,False,False,high
conv_AppleSupport_300128,5,branched,True,False,high
conv_AppleSupport_300488,7,branched,True,False,high
conv_AppleSupport_300573,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_300577,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_300581,5,multi_turn,False,False,high
conv_AppleSupport_300585,2,customer_brand,False,False,high
conv_AppleSupport_300587,2,customer_brand,False,False,high
conv_AppleSupport_300594,8,branched,True,False,high
conv_AppleSupport_300598,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_300603,3,customer_brand_customer,False,True,medium
conv_AppleSupport_300607,5,branched,True,False,high
conv_AppleSupport_300611,6,multi_turn,False,False,high
conv_AppleSupport_300617,3,multi_turn,False,False,high
conv_AppleSupport_300620,7,branched,True,False,high
conv_AppleSupport_300626,2,customer_brand,False,False,high
conv_AppleSupport_300628,2,customer_brand,False,False,high
conv_AppleSupport_300631,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_300635,2,customer_brand,False,False,high
conv_AppleSupport_300639,5,branched,True,False,high
conv_AppleSupport_300643,6,multi_turn,False,False,high
conv_AppleSupport_300648,2,customer_brand,False,True,medium
conv_AppleSupport_300651,2,customer_brand,False,False,high
conv_AppleSupport_300653,2,incomplete,False,True,low
conv_AppleSupport_300656,2,customer_brand,False,False,high
conv_AppleSupport_301092,2,customer_brand,False,False,high
conv_AppleSupport_301096,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_301098,2,customer_brand,False,False,high
conv_AppleSupport_301100,2,customer_brand,False,True,medium
conv_AppleSupport_301105,4,multi_turn,False,False,high
conv_AppleSupport_301107,2,customer_brand,False,False,high
conv_AppleSupport_301109,2,customer_brand,False,False,high
conv_AppleSupport_301111,2,customer_brand,False,False,high
conv_AppleSupport_301113,2,customer_brand,False,True,medium
conv_AppleSupport_301116,2,customer_brand,False,False,high
conv_AppleSupport_301122,2,customer_brand,False,False,high
conv_AppleSupport_301124,2,customer_brand,False,False,high
conv_AppleSupport_301126,2,customer_brand,False,False,high
conv_AppleSupport_301129,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_301134,3,multi_turn,False,True,medium
conv_AppleSupport_301137,2,customer_brand,False,False,high
conv_AppleSupport_301139,4,branched,True,False,high
conv_AppleSupport_301142,2,customer_brand,False,False,high
conv_AppleSupport_301537,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_301540,6,multi_turn,False,False,high
conv_AppleSupport_301549,6,multi_turn,False,True,medium
conv_AppleSupport_301553,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_301556,2,customer_brand,False,False,high
conv_AppleSupport_301558,2,customer_brand,False,False,high
conv_AppleSupport_301560,2,customer_brand,False,False,high
conv_AppleSupport_301562,2,customer_brand,False,False,high
conv_AppleSupport_301564,2,customer_brand,False,False,high
conv_AppleSupport_301567,3,multi_turn,False,False,high
conv_AppleSupport_301571,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_301575,6,multi_turn,False,False,high
conv_AppleSupport_301581,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_301584,2,customer_brand,False,False,high
conv_AppleSupport_301586,2,customer_brand,False,False,high
conv_AppleSupport_301588,2,customer_brand,False,False,high
conv_AppleSupport_301591,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_301594,2,customer_brand,False,False,high
conv_AppleSupport_301597,3,multi_turn,False,False,high
conv_AppleSupport_301854,2,customer_brand,False,True,medium
conv_AppleSupport_301857,2,customer_brand,False,False,high
conv_AppleSupport_301859,2,customer_brand,False,False,high
conv_AppleSupport_301861,2,customer_brand,False,True,medium
conv_AppleSupport_301865,2,customer_brand,False,False,high
conv_AppleSupport_301867,2,customer_brand,False,True,medium
conv_AppleSupport_301871,3,customer_brand_customer,False,False,high
conv_AppleSupport_301874,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_302260,3,customer_brand_customer,False,False,high
conv_AppleSupport_302262,2,customer_brand,False,False,high
conv_AppleSupport_302264,2,customer_brand,False,False,high
conv_AppleSupport_302266,2,customer_brand,False,False,high
conv_AppleSupport_302269,6,multi_turn,False,True,medium
conv_AppleSupport_302276,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_302279,2,customer_brand,False,False,high
conv_AppleSupport_302281,2,customer_brand,False,False,high
conv_AppleSupport_302284,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_302288,2,customer_brand,False,False,high
conv_AppleSupport_302291,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_302640,2,customer_brand,False,True,medium
conv_AppleSupport_302643,2,customer_brand,False,False,high
conv_AppleSupport_302648,5,multi_turn,False,False,high
conv_AppleSupport_302655,7,multi_turn,False,False,high
conv_AppleSupport_302658,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_302662,3,customer_brand_customer,False,False,high
conv_AppleSupport_302665,3,customer_brand_customer,False,False,high
conv_AppleSupport_302926,3,multi_turn,False,False,high
conv_AppleSupport_302930,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_302932,2,customer_brand,False,False,high
conv_AppleSupport_302935,3,multi_turn,False,False,high
conv_AppleSupport_302937,2,customer_brand,False,False,high
conv_AppleSupport_302939,2,customer_brand,False,False,high
conv_AppleSupport_302943,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_302945,2,customer_brand,False,False,high
conv_AppleSupport_302947,2,customer_brand,False,False,high
conv_AppleSupport_302950,4,branched,True,True,medium
conv_AppleSupport_302954,2,customer_brand,False,False,high
conv_AppleSupport_302956,2,customer_brand,False,False,high
conv_AppleSupport_302958,2,customer_brand,False,False,high
conv_AppleSupport_302960,2,customer_brand,False,False,high
conv_AppleSupport_302962,2,customer_brand,False,False,high
conv_AppleSupport_302964,2,customer_brand,False,False,high
conv_AppleSupport_302966,2,customer_brand,False,False,high
conv_AppleSupport_302969,3,customer_brand_customer,False,False,high
conv_AppleSupport_302971,2,customer_brand,False,False,high
conv_AppleSupport_302974,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_303106,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_303109,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_303114,6,multi_turn,False,False,high
conv_AppleSupport_303122,5,multi_turn,False,False,high
conv_AppleSupport_303125,3,customer_brand_customer,False,False,high
conv_AppleSupport_303127,2,customer_brand,False,False,high
conv_AppleSupport_303129,2,customer_brand,False,False,high
conv_AppleSupport_303132,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_303135,2,customer_brand,False,False,high
conv_AppleSupport_303138,3,customer_brand_customer,False,False,high
conv_AppleSupport_303141,6,multi_turn,False,False,high
conv_AppleSupport_303146,2,customer_brand,False,False,high
conv_AppleSupport_303148,2,customer_brand,False,False,high
conv_AppleSupport_303162,2,customer_brand,False,False,high
conv_AppleSupport_303165,3,customer_brand_customer,False,False,high
conv_AppleSupport_303167,2,customer_brand,False,True,medium
conv_AppleSupport_303176,8,multi_turn,False,False,high
conv_AppleSupport_303522,2,customer_brand,False,False,high
conv_AppleSupport_303524,2,customer_brand,False,False,high
conv_AppleSupport_303530,6,multi_turn,False,False,high
conv_AppleSupport_303535,5,multi_turn,False,False,high
conv_AppleSupport_303539,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_303542,2,customer_brand,False,False,high
conv_AppleSupport_303545,8,branched,True,False,high
conv_AppleSupport_303552,6,multi_turn,False,False,high
conv_AppleSupport_303996,3,customer_brand_customer,False,False,high
conv_AppleSupport_304012,10,multi_turn,False,False,high
conv_AppleSupport_304050,7,multi_turn,False,False,high
conv_AppleSupport_304053,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_304056,2,customer_brand,False,False,high
conv_AppleSupport_304059,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_304062,2,customer_brand,False,False,high
conv_AppleSupport_304065,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_304068,2,customer_brand,False,False,high
conv_AppleSupport_304071,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_304074,2,customer_brand,False,False,high
conv_AppleSupport_304321,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_304443,2,customer_brand,False,False,high
conv_AppleSupport_304445,2,customer_brand,False,False,high
conv_AppleSupport_304448,3,customer_brand_customer,False,True,medium
conv_AppleSupport_304452,8,multi_turn,False,False,high
conv_AppleSupport_304460,7,multi_turn,False,False,high
conv_AppleSupport_305287,6,branched,True,True,medium
conv_AppleSupport_305296,2,customer_brand,False,False,high
conv_AppleSupport_305299,3,customer_brand_customer,False,False,high
conv_AppleSupport_305303,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_305306,3,customer_brand_customer,False,False,high
conv_AppleSupport_305308,2,customer_brand,False,False,high
conv_AppleSupport_306007,3,multi_turn,False,False,high
conv_AppleSupport_306072,4,branched,True,False,high
conv_AppleSupport_306076,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_306079,2,customer_brand,False,True,medium
conv_AppleSupport_306085,2,customer_brand,False,False,high
conv_AppleSupport_306089,2,customer_brand,False,False,high
conv_AppleSupport_306092,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_306095,2,customer_brand,False,False,high
conv_AppleSupport_306097,2,customer_brand,False,False,high
conv_AppleSupport_306100,2,customer_brand,False,False,high
conv_AppleSupport_306103,3,multi_turn,False,False,high
conv_AppleSupport_306112,5,multi_turn,False,True,medium
conv_AppleSupport_306119,12,branched,True,False,high
conv_AppleSupport_306122,2,customer_brand,False,False,high
conv_AppleSupport_306210,2,customer_brand,False,False,high
conv_AppleSupport_306212,2,customer_brand,False,False,high
conv_AppleSupport_306215,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_306218,2,customer_brand,False,False,high
conv_AppleSupport_306220,2,customer_brand,False,False,high
conv_AppleSupport_306222,2,customer_brand,False,False,high
conv_AppleSupport_306224,2,customer_brand,False,False,high
conv_AppleSupport_306229,5,multi_turn,False,False,high
conv_AppleSupport_306619,7,branched,True,False,high
conv_AppleSupport_306625,2,customer_brand,False,False,high
conv_AppleSupport_306627,2,customer_brand,False,False,high
conv_AppleSupport_306630,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_306634,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_306637,2,customer_brand,False,False,high
conv_AppleSupport_306640,2,customer_brand,False,False,high
conv_AppleSupport_306642,2,customer_brand,False,False,high
conv_AppleSupport_306944,2,customer_brand,False,False,high
conv_AppleSupport_306947,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_306950,2,customer_brand,False,False,high
conv_AppleSupport_306955,5,branched,True,False,high
conv_AppleSupport_306958,2,customer_brand,False,False,high
conv_AppleSupport_306963,6,branched,True,False,high
conv_AppleSupport_307179,6,multi_turn,False,False,high
conv_AppleSupport_307216,2,customer_brand,False,False,high
conv_AppleSupport_307218,2,customer_brand,False,False,high
conv_AppleSupport_307220,2,customer_brand,False,False,high
conv_AppleSupport_307222,2,customer_brand,False,True,medium
conv_AppleSupport_307225,2,customer_brand,False,False,high
conv_AppleSupport_307228,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_307313,6,multi_turn,False,False,high
conv_AppleSupport_307315,2,customer_brand,False,False,high
conv_AppleSupport_307318,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_307321,2,customer_brand,False,False,high
conv_AppleSupport_307324,6,multi_turn,False,False,high
conv_AppleSupport_307332,113,branched,True,True,medium
conv_AppleSupport_307937,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_307941,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_307944,2,customer_brand,False,False,high
conv_AppleSupport_307949,5,branched,True,False,high
conv_AppleSupport_307952,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_307955,2,customer_brand,False,False,high
conv_AppleSupport_307957,2,customer_brand,False,False,high
conv_AppleSupport_307959,2,customer_brand,False,False,high
conv_AppleSupport_307966,10,branched,True,False,high
conv_AppleSupport_307976,10,multi_turn,False,False,high
conv_AppleSupport_307978,2,customer_brand,False,False,high
conv_AppleSupport_307980,2,customer_brand,False,False,high
conv_AppleSupport_307982,4,branched,True,False,high
conv_AppleSupport_307986,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_308223,2,customer_brand,False,True,medium
conv_AppleSupport_308226,2,customer_brand,False,False,high
conv_AppleSupport_308228,2,customer_brand,False,False,high
conv_AppleSupport_308231,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_308234,2,customer_brand,False,False,high
conv_AppleSupport_308237,3,customer_brand_customer,False,False,high
conv_AppleSupport_308550,4,branched,True,False,high
conv_AppleSupport_308554,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_308557,2,customer_brand,False,False,high
conv_AppleSupport_308559,2,customer_brand,False,False,high
conv_AppleSupport_308561,2,customer_brand,False,False,high
conv_AppleSupport_308564,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_308568,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_308572,3,multi_turn,False,False,high
conv_AppleSupport_308574,2,customer_brand,False,False,high
conv_AppleSupport_308579,5,multi_turn,False,False,high
conv_AppleSupport_308583,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_308586,3,customer_brand_customer,False,False,high
conv_AppleSupport_308596,4,multi_turn,False,True,medium
conv_AppleSupport_308600,2,customer_brand,False,False,high
conv_AppleSupport_308606,6,multi_turn,False,False,high
conv_AppleSupport_308927,2,customer_brand,False,False,high
conv_AppleSupport_308930,4,branched,True,False,high
conv_AppleSupport_308933,2,customer_brand,False,False,high
conv_AppleSupport_308935,2,customer_brand,False,False,high
conv_AppleSupport_308937,2,customer_brand,False,False,high
conv_AppleSupport_309259,2,customer_brand,False,False,high
conv_AppleSupport_309261,2,customer_brand,False,False,high
conv_AppleSupport_309264,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_309269,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_309271,2,customer_brand,False,False,high
conv_AppleSupport_309273,2,customer_brand,False,False,high
conv_AppleSupport_309276,5,multi_turn,False,False,high
conv_AppleSupport_309281,7,branched,True,False,high
conv_AppleSupport_309491,2,customer_brand,False,False,high
conv_AppleSupport_309493,2,customer_brand,False,False,high
conv_AppleSupport_309495,2,customer_brand,False,False,high
conv_AppleSupport_309501,6,multi_turn,False,False,high
conv_AppleSupport_309909,6,multi_turn,False,False,high
conv_AppleSupport_309960,2,customer_brand,False,False,high
conv_AppleSupport_309962,2,customer_brand,False,False,high
conv_AppleSupport_309964,2,customer_brand,False,False,high
conv_AppleSupport_309966,2,customer_brand,False,False,high
conv_AppleSupport_309968,2,customer_brand,False,False,high
conv_AppleSupport_309970,2,customer_brand,False,False,high
conv_AppleSupport_309972,2,customer_brand,False,False,high
conv_AppleSupport_309976,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_310237,2,customer_brand,False,False,high
conv_AppleSupport_310240,6,multi_turn,False,False,high
conv_AppleSupport_310245,2,customer_brand,False,False,high
conv_AppleSupport_310247,2,customer_brand,False,False,high
conv_AppleSupport_310250,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_310254,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_310258,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_310262,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_310265,2,customer_brand,False,False,high
conv_AppleSupport_310267,2,customer_brand,False,False,high
conv_AppleSupport_310269,2,customer_brand,False,False,high
conv_AppleSupport_310271,2,customer_brand,False,True,medium
conv_AppleSupport_310274,2,customer_brand,False,True,medium
conv_AppleSupport_310277,2,customer_brand,False,False,high
conv_AppleSupport_310582,5,branched,True,False,high
conv_AppleSupport_310586,8,branched,True,False,high
conv_AppleSupport_310594,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_310599,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_310815,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_310818,4,branched,True,True,medium
conv_AppleSupport_310822,2,customer_brand,False,True,medium
conv_AppleSupport_311020,5,multi_turn,False,False,high
conv_AppleSupport_311069,2,customer_brand,False,False,high
conv_AppleSupport_311071,2,customer_brand,False,True,medium
conv_AppleSupport_311077,6,branched,True,True,medium
conv_AppleSupport_311336,3,customer_brand_customer,False,False,high
conv_AppleSupport_311341,2,customer_brand,False,False,high
conv_AppleSupport_311343,2,customer_brand,False,False,high
conv_AppleSupport_311509,3,customer_brand_customer,False,False,high
conv_AppleSupport_311628,2,customer_brand,False,False,high
conv_AppleSupport_311630,2,customer_brand,False,False,high
conv_AppleSupport_311632,2,customer_brand,False,False,high
conv_AppleSupport_311636,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_311879,9,branched,True,False,high
conv_AppleSupport_312175,2,customer_brand,False,False,high
conv_AppleSupport_312178,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_312181,2,customer_brand,False,False,high
conv_AppleSupport_312184,3,customer_brand_customer,False,False,high
conv_AppleSupport_312186,2,customer_brand,False,False,high
conv_AppleSupport_312188,2,customer_brand,False,False,high
conv_AppleSupport_312433,3,customer_brand_customer,False,False,high
conv_AppleSupport_312435,2,customer_brand,False,False,high
